编号,整理建议,故事环节,实验用途,已有结果如何理解,下一步,证据质量提醒,协议组,实验族,记录方法,划分,记录seed,LoRA rank,精度类型,本地状态,首记录轮,末记录轮,记录点数,末20轮起点,末20轮终点,末20轮Overall,末20轮Head20,末20轮Middle60,末20轮Tail20,末20轮NonTail80,末20轮Many大于100,末20轮Medium20至100,末20轮Few小于20,最后记录Overall,最后记录Tail,观测Tail峰值,观测峰值轮,观测峰值至最后回落pp,逐类复算状态,缺类逐类文件数,相同曲线副本组,跨seed同曲线组,正常训练,额外训练,损失,聚合,正常steps,额外steps,本地总steps,功能修正steps,原始路径,推荐结果入口,曲线来源
R964fe46fd,建议归档,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,H2 历史PromptFL，按参与率/localE/seed另分组,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,2026,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,64.04,36.85,39.75,91,2.8999999999999986,逐类核对通过,0,D803df476,,,,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=2026,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=2026/round_metrics.csv
R3c95dc7be,建议归档,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,H2 历史PromptFL，按参与率/localE/seed另分组,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,65.1,40.15,43.1,76,2.950000000000003,逐类核对通过,0,D308fde45,,,,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=42,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=42/round_metrics.csv
R3c89f9c55,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,本地未发现标准精度CSV；部分诊断入口按设计在全局测试前结束。,H2 历史PromptFL，按参与率/localE/seed另分组,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,,noniid-labeldir-fine,1,,,只有日志或配置，未发现精度结果,,,0,,,,,,,,,,,,,,,,缺少可交叉核对的分组或逐类文件,0,,,,,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=1,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=1,per_class CSV
R4624ab8ca,建议归档,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,H2 历史PromptFL，按参与率/localE/seed另分组,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,2026,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,64.37,36.7,39.95,41,3.25,逐类核对通过,0,D1fd1f078,,,,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=2026,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=2026/round_metrics.csv
R31b0fb352,建议归档,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,H2 历史PromptFL，按参与率/localE/seed另分组,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,63.26,36.4,40.3,66,3.8999999999999986,逐类核对通过,0,Dd21b9962,,,,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=42,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=42/round_metrics.csv
R742ca6418,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,本地未发现标准精度CSV；部分诊断入口按设计在全局测试前结束。,H2 历史PromptFL，按参与率/localE/seed另分组,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,,noniid-labeldir-fine,1,,,只有日志或配置，未发现精度结果,,,0,,,,,,,,,,,,,,,,缺少可交叉核对的分组或逐类文件,0,,,,,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=1,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=1,per_class CSV
R9eaec446c,建议归档,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,H2 历史PromptFL，按参与率/localE/seed另分组,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,2026,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,64.68,38.1,40.45,46,2.3500000000000014,逐类核对通过,0,D2b39c237,,,,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=2026,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=2026/round_metrics.csv
R6f44f7233,建议归档,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,H2 历史PromptFL，按参与率/localE/seed另分组,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,63.87,37.15,38.9,71,1.75,逐类核对通过,0,D06b7b46e,,,,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=42,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=42/round_metrics.csv
Rb25c5a09f,建议归档,未形成证据,CIFAR10旧日志目录,未发现可汇总的逐轮准确率文件。,只记本地无完整结果，不声称跨数据集已验证。,本地未发现标准精度CSV；部分诊断入口按设计在全局测试前结束。,H3 历史CAPT，检查MAB/起点/优化器/稀疏评估,cifar10_LT/CAPT_cluster_vit_b16_batchSize32,,,,,,只有日志或配置，未发现精度结果,,,0,,,,,,,,,,,,,,,,缺少可交叉核对的分组或逐类文件,0,,,,,,,,,,,output/cifar10_LT/CAPT_cluster_vit_b16_batchSize32/IF=0.01_beta=0.5,output/cifar10_LT/CAPT_cluster_vit_b16_batchSize32/IF=0.01_beta=0.5,per_class CSV
Rf0bab41c3,建议归档,旧 gate / oracle,短程gate、oracle及两轮验证,不能替代100轮单共享模型的适配与保持验证。,停止作为论文主结果；留工程/可行性历史。,本地未发现标准精度CSV；部分诊断入口按设计在全局测试前结束。,H5 其他历史协议；仅在同配置内比较,cusp_minimal_refactor_20260801_163123,,client-longtail,42,,,只有日志或配置，未发现精度结果,,,0,,,,,,,,,,,,,,,,缺少可交叉核对的分组或逐类文件,0,,,,,,,,,,,output/cusp_minimal_refactor_20260801_163123/client-longtail_seed42_round10,output/cusp_minimal_refactor_20260801_163123/client-longtail_seed42_round10,per_class CSV
R966490ffd,建议归档,旧 gate / oracle,短程gate、oracle及两轮验证,不能替代100轮单共享模型的适配与保持验证。,停止作为论文主结果；留工程/可行性历史。,本地未发现标准精度CSV；部分诊断入口按设计在全局测试前结束。,H5 其他历史协议；仅在同配置内比较,cusp_minimal_seed42_refactor_20260801_042324,,client-longtail,42,,,只有日志或配置，未发现精度结果,,,0,,,,,,,,,,,,,,,,缺少可交叉核对的分组或逐类文件,0,,,,,,,,,,,output/cusp_minimal_seed42_refactor_20260801_042324/client-longtail_seed42_round10,output/cusp_minimal_seed42_refactor_20260801_042324/client-longtail_seed42_round10,per_class CSV
R34fac7df8,待定用途,边界与反证,strength/breadth 旧机制门槛,预注册结论 STRONG_BUT_NOT_NARROW；不支持“学得强但功能必然更窄”。,保留反证；不能作为来源稀缺必然低功能广度的正证据。,,H5 其他历史协议；仅在同配置内比较,e1_seed42_results_for_analysis,ClipLora,client-longtail-controlled,42,,,已记录到第100轮或以后,0,100,101,81,100,64.0275,85.815,67.0325,33.225,71.728125,82.51,66.99428571428572,39.00333333333333,63.75,32.45,67.9,4,35.45,逐类核对通过,0,,,,,,fedavg,,,,,output/e1_seed42_results_for_analysis/e1_strength_breadth/formal/seed42/clientlt_controlled,output/e1_seed42_results_for_analysis/e1_strength_breadth/formal/seed42/clientlt_controlled,output/e1_seed42_results_for_analysis/e1_strength_breadth/formal/seed42/clientlt_controlled/round_metrics.csv
Rd4a8c0e01,待定用途,边界与反证,strength/breadth 旧机制门槛,预注册结论 STRONG_BUT_NOT_NARROW；不支持“学得强但功能必然更窄”。,保留反证；不能作为来源稀缺必然低功能广度的正证据。,,H5 其他历史协议；仅在同配置内比较,e1_seed42_results_for_analysis,ClipLora,noniid-labeldir-fine,42,,,已记录到第100轮或以后,0,100,101,81,100,66.91799999999999,86.185,66.47583333333333,48.9775,71.403125,82.28428571428572,66.50714285714285,49.47,66.83,48.95,68.2,5,19.25,逐类核对通过,0,,,,,,fedavg,,,,,output/e1_seed42_results_for_analysis/e1_strength_breadth/formal/seed42/dirichlet,output/e1_seed42_results_for_analysis/e1_strength_breadth/formal/seed42/dirichlet,output/e1_seed42_results_for_analysis/e1_strength_breadth/formal/seed42/dirichlet/round_metrics.csv
Rcc29da3dc,必须保留,1 现象与分配对照,开篇 FedAvg＋LoRA 训练轨迹；固定边际拓扑对照,Client-LT 尾类峰值68.80→37.15；matched Dir 68.75→49.40。支持曾有能力随后退化。,正文保留两条完整曲线；同时列固定边际与参与率。,,P1 原始LoRA CE/rank2/AMP/固定边际双拓扑,eri_seed42_share,ClipLora,client-longtail,42,2,fp32,已记录到第100轮或以后,1,100,100,81,100,64.72200000000001,85.6725,66.93583333333333,37.13,71.62,81.9042857142857,67.30571428571429,41.66166666666667,64.79,37.15,68.8,5,31.65,逐类核对通过,0,,,,,,fedavg,,,,,output/eri_seed42_share/output/eri_closure_v1/runs/clientlt_fedavg/seed42,output/eri_seed42_share/output/eri_closure_v1/runs/clientlt_fedavg/seed42,output/eri_seed42_share/output/eri_closure_v1/runs/clientlt_fedavg/seed42/round_metrics.csv
Rb6a37e628,必须保留,1 现象与分配对照,开篇 FedAvg＋LoRA 训练轨迹；固定边际拓扑对照,Client-LT 尾类峰值68.80→37.15；matched Dir 68.75→49.40。支持曾有能力随后退化。,正文保留两条完整曲线；同时列固定边际与参与率。,,P1 原始LoRA CE/rank2/AMP/固定边际双拓扑,eri_seed42_share,ClipLora,matched-dirichlet,42,2,fp32,已记录到第100轮或以后,1,100,100,81,100,67.04400000000001,85.9,66.38333333333334,50.17,71.2625,82.00428571428571,66.41142857142856,50.32833333333333,67.0,49.4,68.75,5,19.35,逐类核对通过,0,,,,,,fedavg,,,,,output/eri_seed42_share/output/eri_closure_v1/runs/matched_dirichlet_fedavg/seed42,output/eri_seed42_share/output/eri_closure_v1/runs/matched_dirichlet_fedavg/seed42,output/eri_seed42_share/output/eri_closure_v1/runs/matched_dirichlet_fedavg/seed42/round_metrics.csv
Rb7438631e,待定用途,设定敏感性,PromptFL/CAPT/zero-shot × specialization λ × seed,不同方法对拓扑响应不同；CAPT采用稀疏聚合/评估，zero-shot只需一次评测。,设定附录候选；不按100轮连续指标强行平均，不直接排序跨协议。,CAPT可能按MAB稀疏聚合/评测；最后记录轮<100不能直接判定训练中断。,H4 frac0.2的λ响应（method/seed独立）,expC_lambda_response_frac02,CAPT,client-longtail,1,,,短运行或本地结果不完整,1,96,9,,,,,,,,,,,71.03,68.65,69.4,91,0.75,逐类核对通过,0,,,,,,,,,,,output/expC_lambda_response_frac02/method=capt/lambda=0.00/seed=1,output/expC_lambda_response_frac02/method=capt/lambda=0.00/seed=1,output/expC_lambda_response_frac02/method=capt/lambda=0.00/seed=1/round_metrics.csv
R93512ac3d,待定用途,设定敏感性,PromptFL/CAPT/zero-shot × specialization λ × seed,不同方法对拓扑响应不同；CAPT采用稀疏聚合/评估，zero-shot只需一次评测。,设定附录候选；不按100轮连续指标强行平均，不直接排序跨协议。,CAPT可能按MAB稀疏聚合/评测；最后记录轮<100不能直接判定训练中断。,H4 frac0.2的λ响应（method/seed独立）,expC_lambda_response_frac02,CAPT,client-longtail,2,,,短运行或本地结果不完整,1,96,9,,,,,,,,,,,70.32,64.7,66.55,91,1.8499999999999943,逐类核对通过,0,,,,,,,,,,,output/expC_lambda_response_frac02/method=capt/lambda=0.00/seed=2,output/expC_lambda_response_frac02/method=capt/lambda=0.00/seed=2,output/expC_lambda_response_frac02/method=capt/lambda=0.00/seed=2/round_metrics.csv
R52ce6350e,待定用途,设定敏感性,PromptFL/CAPT/zero-shot × specialization λ × seed,不同方法对拓扑响应不同；CAPT采用稀疏聚合/评估，zero-shot只需一次评测。,设定附录候选；不按100轮连续指标强行平均，不直接排序跨协议。,CAPT可能按MAB稀疏聚合/评测；最后记录轮<100不能直接判定训练中断。,H4 frac0.2的λ响应（method/seed独立）,expC_lambda_response_frac02,CAPT,client-longtail,3,,,短运行或本地结果不完整,1,96,9,,,,,,,,,,,72.01,68.55,69.25,81,0.7000000000000028,逐类核对通过,0,,,,,,,,,,,output/expC_lambda_response_frac02/method=capt/lambda=0.00/seed=3,output/expC_lambda_response_frac02/method=capt/lambda=0.00/seed=3,output/expC_lambda_response_frac02/method=capt/lambda=0.00/seed=3/round_metrics.csv
R0175f90ba,待定用途,设定敏感性,PromptFL/CAPT/zero-shot × specialization λ × seed,不同方法对拓扑响应不同；CAPT采用稀疏聚合/评估，zero-shot只需一次评测。,设定附录候选；不按100轮连续指标强行平均，不直接排序跨协议。,CAPT可能按MAB稀疏聚合/评测；最后记录轮<100不能直接判定训练中断。,H4 frac0.2的λ响应（method/seed独立）,expC_lambda_response_frac02,CAPT,client-longtail,1,,,短运行或本地结果不完整,1,96,9,,,,,,,,,,,71.19,68.2,68.2,96,0.0,逐类核对通过,0,,,,,,,,,,,output/expC_lambda_response_frac02/method=capt/lambda=0.25/seed=1,output/expC_lambda_response_frac02/method=capt/lambda=0.25/seed=1,output/expC_lambda_response_frac02/method=capt/lambda=0.25/seed=1/round_metrics.csv
Reff10be95,待定用途,设定敏感性,PromptFL/CAPT/zero-shot × specialization λ × seed,不同方法对拓扑响应不同；CAPT采用稀疏聚合/评估，zero-shot只需一次评测。,设定附录候选；不按100轮连续指标强行平均，不直接排序跨协议。,CAPT可能按MAB稀疏聚合/评测；最后记录轮<100不能直接判定训练中断。,H4 frac0.2的λ响应（method/seed独立）,expC_lambda_response_frac02,CAPT,client-longtail,2,,,短运行或本地结果不完整,1,91,8,,,,,,,,,,,71.03,67.45,68.8,81,1.3499999999999943,逐类核对通过,0,,,,,,,,,,,output/expC_lambda_response_frac02/method=capt/lambda=0.25/seed=2,output/expC_lambda_response_frac02/method=capt/lambda=0.25/seed=2,output/expC_lambda_response_frac02/method=capt/lambda=0.25/seed=2/round_metrics.csv
Rc4c9265ae,待定用途,设定敏感性,PromptFL/CAPT/zero-shot × specialization λ × seed,不同方法对拓扑响应不同；CAPT采用稀疏聚合/评估，zero-shot只需一次评测。,设定附录候选；不按100轮连续指标强行平均，不直接排序跨协议。,CAPT可能按MAB稀疏聚合/评测；最后记录轮<100不能直接判定训练中断。,H4 frac0.2的λ响应（method/seed独立）,expC_lambda_response_frac02,CAPT,client-longtail,3,,,短运行或本地结果不完整,1,91,8,,,,,,,,,,,70.22,65.95,68.1,11,2.1499999999999915,逐类核对通过,0,,,,,,,,,,,output/expC_lambda_response_frac02/method=capt/lambda=0.25/seed=3,output/expC_lambda_response_frac02/method=capt/lambda=0.25/seed=3,output/expC_lambda_response_frac02/method=capt/lambda=0.25/seed=3/round_metrics.csv
R8a72f326e,待定用途,设定敏感性,PromptFL/CAPT/zero-shot × specialization λ × seed,不同方法对拓扑响应不同；CAPT采用稀疏聚合/评估，zero-shot只需一次评测。,设定附录候选；不按100轮连续指标强行平均，不直接排序跨协议。,CAPT可能按MAB稀疏聚合/评测；最后记录轮<100不能直接判定训练中断。,H4 frac0.2的λ响应（method/seed独立）,expC_lambda_response_frac02,CAPT,client-longtail,1,,,短运行或本地结果不完整,1,96,9,,,,,,,,,,,70.87,67.05,68.6,81,1.5499999999999972,逐类核对通过,0,,,,,,,,,,,output/expC_lambda_response_frac02/method=capt/lambda=0.50/seed=1,output/expC_lambda_response_frac02/method=capt/lambda=0.50/seed=1,output/expC_lambda_response_frac02/method=capt/lambda=0.50/seed=1/round_metrics.csv
R0d24d220e,待定用途,设定敏感性,PromptFL/CAPT/zero-shot × specialization λ × seed,不同方法对拓扑响应不同；CAPT采用稀疏聚合/评估，zero-shot只需一次评测。,设定附录候选；不按100轮连续指标强行平均，不直接排序跨协议。,CAPT可能按MAB稀疏聚合/评测；最后记录轮<100不能直接判定训练中断。,H4 frac0.2的λ响应（method/seed独立）,expC_lambda_response_frac02,CAPT,client-longtail,2,,,短运行或本地结果不完整,1,96,9,,,,,,,,,,,69.99,65.45,65.45,81,0.0,逐类核对通过,0,,,,,,,,,,,output/expC_lambda_response_frac02/method=capt/lambda=0.50/seed=2,output/expC_lambda_response_frac02/method=capt/lambda=0.50/seed=2,output/expC_lambda_response_frac02/method=capt/lambda=0.50/seed=2/round_metrics.csv
R154332bac,待定用途,设定敏感性,PromptFL/CAPT/zero-shot × specialization λ × seed,不同方法对拓扑响应不同；CAPT采用稀疏聚合/评估，zero-shot只需一次评测。,设定附录候选；不按100轮连续指标强行平均，不直接排序跨协议。,CAPT可能按MAB稀疏聚合/评测；最后记录轮<100不能直接判定训练中断。,H4 frac0.2的λ响应（method/seed独立）,expC_lambda_response_frac02,CAPT,client-longtail,3,,,短运行或本地结果不完整,1,96,9,,,,,,,,,,,71.21,67.15,68.8,31,1.6499999999999915,逐类核对通过,0,,,,,,,,,,,output/expC_lambda_response_frac02/method=capt/lambda=0.50/seed=3,output/expC_lambda_response_frac02/method=capt/lambda=0.50/seed=3,output/expC_lambda_response_frac02/method=capt/lambda=0.50/seed=3/round_metrics.csv
